scientificName,PopulationSize.range
Isthmohyla debilis,249
Isthmohyla infucata,NA
Isthmohyla tica,249
Craugastor azueroensis,NA
Craugastor catalinae,0-49
Craugastor emcelae,49
Craugastor monnichorum,NA
Pristimantis museosus,NA
Craugastor rhyacobatrachus,0-49
Lithobates vibicarius,2499
Bolitoglossa anthracina,NA
Bolitoglossa cuna,NA
Bolitoglossa marmorea,NA
Bolitoglossa minutula,NA
Bolitoglossa robusta,NA
Bolitoglossa taylori,NA
Oedipina alfaroi,NA
Oedipina gracilis,2499
Oedipina grandis,NA
Oedipina maritima,NA
Craugastor tabasarae,249
Bolitoglossa copia,NA
Bolitoglossa magnifica,NA
Incilius holdridgei,10-49
Dryophytes bocourti,0-49
Ptychohyla dendrophasma,NA
Ecnomiohyla minera,NA
Exerodonta perkinsi,NA
Isthmohyla pictipes,249
Plectrohyla glandulosa,249
Plectrohyla pokomchi,NA
Plectrohyla quecchi,NA
Plectrohyla tecunumani,249
Plectrohyla teuchestes,249
Ptychohyla macrotympanum,NA
Atlantihyla panchoi,NA
Quilticohyla sanctaecrucis,NA
Craugastor adamastus,0-49
Craugastor andi,0-49
Craugastor angelicus,249
Craugastor aphanus,NA
Craugastor bocourti,NA
Craugastor daryi,NA
Craugastor escoces,249
Craugastor fleischmanni,249
Craugastor inachus,NA
Craugastor phasma,0-49
Craugastor rayo,NA
Craugastor rivulus,NA
Craugastor rostralis,NA
Craugastor sandersoni,2499
Craugastor trachydermus,0-49
Leptodactylus silvanimbus,1-50
Lithobates macroglossa,NA
Bolitoglossa alvaradoi,NA
Bolitoglossa celaque,NA
Bolitoglossa salvinii,NA
Bolitoglossa sooyorum,NA
Nototriton major,NA
Oedipina carablanca,NA
Oedipina ignea,NA
Oedipina poelzi,NA
Craugastor campbelli,NA
Craugastor nefrens,NA
Incilius guanacaste,NA
Incilius chompipe,NA
Bolitoglossa kamuk,NA
Oedipina tzutujilorum,NA
Oedipina fortunensis,50-249
Incilius majordomus,0-49
Carcharhinus melanopterus,NA
Bolitoglossa orestes,NA
Liurana xizangensis,NA
Liuixalus romeri,NA
Scutiger chintingensis,NA
Cynops orphicus,NA
Rana sauteri,NA
Paramesotriton fuzhongensis,1999
Batrachuperus tibetanus,NA
Quasipaa jiulongensis,9999
Quasipaa shini,NA
Magnolia pubescens,NA
Centrophorus harrissoni,NA
Centrophorus moluccensis,NA
Centrophorus squamosus,NA
Deania quadrispinosa,NA
Mobula birostris,NA
Rhizoprionodon acutus,NA
Litoria rueppelli,NA
Cornufer parkeri,NA
Choerophryne siegfriedi,NA
Austrochaperina novaebritanniae,NA
Cophixalus nubicola,NA
Leptopelis mtoewaate,NA
Indosylvirana serendipi,NA
Cornufer citrinospilus,NA
Cornufer desticans,NA
Cornufer parilis,NA
Choerophryne alpestris,NA
Barygenys apodasta,NA
Cophixalus amabilis,NA
Cophixalus clapporum,NA
Oreophryne cameroni,NA
Oreophryne ezra,1000-2000
Paedophryne kathismaphlox,NA
Adenomus kandianus,NA
Hypanus dipterurus,NA
Cebus malitiosus,NA
Hyloscirtus colymba,NA
Nymphargus balionotus,NA
Mannophryne orellana,NA
Mannophryne speeri,NA
Incilius aurarius,NA
Pristimantis geminus,NA
Pristimantis hoogmoedi,NA
Pristimantis longicorpus,NA
Pristimantis nubisilva,NA
Pristimantis pariagnomus,NA
Chiropterotriton cieloensis,NA
Bolitoglossa chucantiensis,NA
Atelopus tricolor,NA
Nymphargus pluvialis,NA
Microkayla wettsteini,NA
Telmatobius timens,NA
Pelophylax cerigensis,NA
Pelophylax cretensis,NA
Pelophylax shqipericus,NA
Rana pyrenaica,NA
Alytes muletensis,NA
Rana latastei,NA
Pelobates cultripes,NA
Rana iberica,NA
Aromobates alboguttatus,0-49
Aromobates duranti,NA
Aromobates leopardalis,0-49
Aromobates mayorgai,NA
Aromobates meridensis,NA
Aromobates molinarii,NA
Aromobates orostoma,NA
Aromobates saltuensis,NA
Aromobates serranus,0-49
Pristimantis paramerus,NA
Craugastor obesus,249
Dichotomyctere sabahensis,NA
Eleutherodactylus wixarika,NA
Hipposideros nicobarulae,NA
Leptodactylodon perreti,NA
Petropedetes perreti,NA
Colostethus jacobuspetersi,NA
Gastrotheca plumbea,NA
Hyperolius watsonae,NA
Pristimantis pahuma,NA
Pristimantis cedros,NA
Pristimantis calcarulatus,NA
Myliobatis ridens,NA
Hemitrygon bennetti,NA
Hypanus marianae,NA
Fontitrygon colarensis,NA
Fontitrygon geijskesi,NA
Maculabatis macrura,NA
Dendropsophus amicorum,NA
Atelopus carbonerensis,0-49
Atelopus chrysocorallus,NA
Atelopus cruciger,433
Atelopus mucubajiensis,1-49
Atelopus oxyrhynchus,0-49
Atelopus pinangoi,0-49
Atelopus sorianoi,0-49
Rhinella sclerocephala,NA
Oreophrynella huberi,NA
Oreophrynella nigra,NA
Oreophrynella quelchii,NA
Oreophrynella vasquezi,NA
Centrolene altitudinalis,NA
Vitreorana castroviejoi,NA
Cochranella duidaeana,NA
Cochranella riveroi,NA
Celsiella vozmedianoi,NA
Vitreorana antisthenesi,NA
Hyalinobatrachium duranti,NA
Hyalinobatrachium guairarepanense,NA
Vitreorana helenae,NA
Celsiella revocata,NA
Aromobates nocturnus,0-49
Anomaloglossus ayarzaguenai,NA
Allobates humilis,NA
Allobates mandelorum,NA
Anomaloglossus murisipanensis,NA
Allobates undulatus,NA
Minyobates steyermarki,NA
Mannophryne caquetio,NA
Mannophryne collaris,NA
Mannophryne lamarcai,NA
Mannophryne neblina,NA
Mannophryne riveroi,NA
Mannophryne yustizi,NA
Gastrotheca ovifera,NA
Gastrotheca walkeri,NA
Hyloscirtus jahni,NA
Dendropsophus yaracuyanus,NA
Phytotriades auratus,NA
Agalychnis medinae,NA
Stefania riveroi,NA
Pristimantis anotis,NA
Pristimantis bicumulus,NA
Pristimantis ginesi,NA
Pristimantis lancinii,NA
Pristimantis pruinatus,NA
Pristimantis stenodiscus,NA
Pristimantis turumiquirensis,NA
Pristimantis vanadise,NA
Leptodactylus magistris,NA
Bolitoglossa borburata,NA
Bolitoglossa guaramacalensis,NA
Pristimantis yustizi,NA
Ceuthomantis aracamuni,NA
Allobates caribe,NA
Mannophryne trujillensis,NA
Pristimantis fasciatus,NA
Pristimantis yuruaniensis,NA
Aromobates cannatellai,NA
Aromobates ericksonae,NA
Aromobates ornatissimus,NA
Aromobates walterarpi,NA
Aromobates zippeli,100
Bolitoglossa mucuyensis,NA
Oreophryne matawan,NA
Oreophryne penelopeia,NA
Oreophryne picticrus,NA
Microkayla chaupi,NA
Microkayla colla,NA
Microkayla melanocheira,NA
Squatina legnota,NA
Mantophryne insignis,NA
Pleurodema marmoratum,NA
Aotus nancymaae,NA
Carcharhinus obsoletus,0-49
Scymnodon ringens,NA
Squatina armata,NA
Amolops albispinus,NA
Thorius longicaudus,0-49
Thorius pinicola,2499
Magnolia ekmanii,NA
Echinotriton maxiquadratus,NA
Cynops glaucus,NA
Megophrys lini,NA
Megophrys obesa,NA
Pachytriton changi,NA
Pachytriton moi,NA
Cynops fudingensis,NA
Pachytriton xanthospilos,NA
Sphyrna tiburo,NA
Centrophorus uyato,NA
Chiloscyllium indicum,NA
Chiloscyllium griseum,NA
Hemiscyllium strahani,130000
Centrophorus isodon,NA
Centroscyllium granulatum,NA
Mustelus dorsalis,NA
Pseudobatos planiceps,NA
Sphyrna corona,NA
Urolophus aurantiacus,NA
Aetomylaeus maculatus,NA
Myliobatis chilensis,NA
Myliobatis longirostris,NA
Myliobatis peruvianus,NA
Hypanus longus,NA
Rhinobatos hynnicephalus,NA
Pseudobatos leucorhynchus,NA
Zapteryx xyster,NA
Somniosus microcephalus,NA
Bythaelurus canescens,NA
Diplobatis colombiensis,NA
Diplobatis guamachensis,NA
Narcine brevilabiata,NA
Bathyraja albomaculata,NA
Bathyraja griseocauda,NA
Mustelus mento,NA
Mustelus whitneyi,NA
Triakis maculata,NA
Urobatis tumbesensis,NA
Dipturus chilensis,NA
Narcine leoparda,NA
Urotrygon venezuelae,NA
Pseudobatos prahli,NA
Rostroraja velezi,NA
Nasolamia velox,NA
Hemitriakis complicofasciata,NA
Centrophorus atromarginatus,NA
Urotrygon simulatrix,NA
Squalus hemipinnis,NA
Squalus japonicus,NA
Pseudobatos glaucostigmus,NA
Malacoraja senta,NA
Hongeo koreana,NA
Narcine lingula,NA
Okamejei hollandi,NA
Maculabatis pastinacoides,NA
Urotrygon reticulata,NA
Amblyraja radiata,NA
Paragaleus tengi,NA
Urogymnus lobistoma,NA
Chiloscyllium hasselti,NA
Narcine maculata,NA
Hemitrygon sinensis,NA
Cephaloscyllium silasi,NA
Chiloscyllium burmensis,NA
Hemitrygon laevigata,NA
Himantura undulata,NA
Benthobatis yangi,NA
Leucoraja ocellata,NA
Mustelus manazo,NA
Bathyraja irrasa,NA
Rhizoprionodon longurio,NA
Narke japonica,NA
Beringraja pulchra,NA
Cirrhoscyllium formosanum,NA
Halaelurus buergeri,NA
Rostroraja equatorialis,NA
Mustelus griseus,NA
Narcine entemedor,NA
Proscyllium habereri,NA
Okamejei boesemani,NA
Hemitrygon navarrae,NA
Hemiscyllium galei,54000
Hemiscyllium henryi,46000
Hemiscyllium michaeli,47900
Squalus acanthias,NA
Quilticohyla zoque,NA
Craugastor gulosus,0-49
Duellmanohyla lythrodes,NA
Ptychohyla legleri,NA
Bolitoglossa compacta,NA
Squatina formosa,NA
Squatina tergocellatoides,NA
Afrithelphusa afzelii,NA
Afrithelphusa leonensis,NA
Afrithelphusa monodosa,NA
Globonautes macropus,NA
Liberonautes grandbassa,NA
Liberonautes lugbe,NA
Liberonautes nanoides,NA
Liberonautes nimba,NA
Liberonautes rubigimanus,NA
Potamonautes reidi,NA
Potamonautes triangulus,NA
Oreophryne phoebe,NA
Carcharhinus cerdale,NA
Styracura pacifica,NA
Plectrohyla calvata,1-249
Craugastor castanedai,NA
Craugastor gutschei,NA
Duellmanohyla soralia,NA
Craugastor charadra,NA
Nototriton brodiei,NA
Cryptotriton nasalis,NA
Nymphargus manduriacu,NA
Hyperolius thomensis,NA
Leptopelis palmatus,NA
Ptychadena newtoni,NA
Cornufer wolfi,NA
Chiropterotriton chico,NA
Pseudophilautus conniffae,NA
Ephedra gerardiana,NA
Cornufer minutus,NA
Sarcohyla labeculata,NA
Cophixalus timidus,NA
Cornufer cheesmanae,NA
Cornufer nexipus,NA
Atlantoraja castelnaui,NA
Diasporus majeensis,NA
Diasporus pequeno,NA
Diasporus sapo,NA
Parmaturus angelae,NA
Choerophryne gudrunae,NA
Cophixalus sphagnicola,NA
Sphenophryne rhododactyla,NA
Oreophryne insulana,NA
Choerophryne sanguinopicta,NA
Oreophryne brevirostris,NA
Cophixalus misimae,NA
Magnolia platyphylla,NA
Craugastor blairi,NA
Craugastor sagui,NA
Microkayla huayna,NA
Microkayla teqta,NA
Allobates mcdiarmidi,249
Ameerega boehmei,NA
Rhinella justinianoi,NA
Rhinella quechua,NA
Nymphargus bejaranoi,2499
Hyloscirtus charazani,NA
Hyloscirtus chlorosteus,0-49
Yunganastes ashkapara,NA
Yunganastes bisignatus,NA
Yunganastes fraudator,NA
Yunganastes pluvicanorus,NA
Oreobates zongoensis,NA
Microkayla adenopleura,NA
Microkayla iatamasi,NA
Microkayla kempffi,NA
Microkayla pinguis,NA
Telmatobius bolivianus,249
Telmatobius edaphonastes,249
Telmatobius gigas,NA
Telmatobius huayra,NA
Telmatobius marmoratus,NA
Telmatobius sibiricus,249
Telmatobius simonsi,NA
Telmatobius verrucosus,NA
Telmatobius yuracare,49
Nannophryne apolobambica,NA
Oreobates choristolemma,NA
Microkayla katantika,NA
Microkayla condoriri,NA
Microkayla guillei,NA
Telmatobius hintoni,NA
Microkayla illampu,NA
Microkayla ankohuma,NA
Microkayla harveyi,NA
Microkayla illimani,NA
Microkayla quimsacruzis,NA
Telmatobius espadai,249
Microkayla kallawaya,NA
Microkayla saltator,NA
Microkayla chacaltaya,NA
Adenomus kelaartii,NA
Duttaphrynus kotagamai,NA
Duttaphrynus noellerti,NA
Microhyla karunaratnei,NA
Microhyla zeylanica,NA
Uperodon nagaoi,NA
Uperodon palmatus,NA
Minervarya greenii,NA
Nannophrys ceylonensis,NA
Nannophrys marmorata,NA
Pseudophilautus alto,NA
Pseudophilautus auratus,NA
Pseudophilautus caeruleus,NA
Pseudophilautus cavirostris,NA
Pseudophilautus cuspis,NA
Pseudophilautus folicola,NA
Pseudophilautus fulvus,NA
Pseudophilautus hypomelas,NA
Pseudophilautus limbus,NA
Pseudophilautus lunatus,NA
Pseudophilautus microtympanum,NA
Pseudophilautus nemus,NA
Pseudophilautus ocularis,NA
Pseudophilautus popularis,NA
Pseudophilautus sarasinorum,NA
Pseudophilautus semiruber,NA
Pseudophilautus silus,NA
Pseudophilautus simba,NA
Pseudophilautus stellatus,NA
Pseudophilautus stictomerus,NA
Pseudophilautus silvaticus,NA
Pseudophilautus viridis,NA
Pseudophilautus zorro,NA
Taruga eques,NA
Taruga fastigo,NA
Taruga longinasus,NA
Ichthyophis glutinosus,NA
Ichthyophis orthoplicatus,NA
Ichthyophis pseudangularis,NA
Pseudophilautus frankenbergi,NA
Pseudophilautus mittermeieri,NA
Pseudophilautus mooreorum,NA
Pseudophilautus poppiae,NA
Pseudophilautus steineri,NA
Nannophrys naeyakai,NA
Pseudophilautus singu,NA
Pseudophilautus tanu,NA
Pseudophilautus bambaradeniyai,NA
Pseudophilautus dayawansai,NA
Pseudophilautus hankeni,NA
Pseudophilautus jagathgunawardanai,NA
Pseudophilautus karunarathnai,NA
Pseudophilautus newtonjayawardanei,NA
Pseudophilautus puranappu,NA
Pseudophilautus samarakoon,NA
Pseudophilautus schneideri,NA
Pseudophilautus sirilwijesundarai,NA
Polypedates ranwellai,NA
Isthmohyla graceae,249
Potamonemus sachsi,NA
Mannophryne olmonae,NA
Phyllobates vittatus,NA
Agalychnis annae,NA
Isthmura sierraoccidentalis,NA
Thorius insperatus,NA
Centrophorus longipinnis,NA
Centrophorus lesliei,NA
Tarsius spectrumgurskyae,NA
Tarsius supriatnai,NA
Tarsius fuscus,NA
Cephaloscyllium fasciatum,NA
Ecnomiohyla salvaje,NA
Craugastor xucanebi,NA
Lankanectes pera,NA
Ursus thibetanus,NA
Fukomys hanangensis,100-200
Pseudophilautus hallidayi,NA
Squalus formosus,NA
Dipturus chinensis,NA
Chiropterotriton dimidiatus,NA
Pseudoeurycea nigromaculata,NA
Charadrahyla trux,NA
Smilisca dentata,NA
Sarcohyla toyota,NA
Bolitoglossa copinhorum,NA
Tarsius niemitzi,10000-20000
Plecturocebus grovesi,NA
Carcharhinus amblyrhynchos,NA
Triaenodon obesus,NA
Sarcohyla floresi,NA
Pristimantis charlottevillensis,NA
Maculabatis gerrardi,NA
Pateobatis bleekeri,NA
Pateobatis uarnacoides,NA
Anodonthyla hutchisoni,NA
Anodonthyla jeanbai,NA
Anodonthyla theoi,NA
Anodonthyla vallani,NA
Ansonia vidua,NA
Arthroleptis fichika,NA
Arthroleptis kidogo,NA
Arthroleptis nguruensis,NA
Arthroleptis perreti,NA
Arthroleptis xenodactylus,NA
Boophis boppa,NA
Brookesia perarmata,NA
Bufo eichwaldi,NA
Callulina stanleyi,NA
Calumma vohibola,NA
Cardioglossa annulata,NA
Colostethus agilis,NA
Cophyla karenae,NA
Cophyla olgae,NA
Cophyla tsaratananaensis,NA
Craugastor aurilegulus,NA
Craugastor chrysozetetes,1-49
Craugastor cyanochthebius,NA
Craugastor fecundus,1-49
Cryptobatrachus pedroruizi,NA
Dendrotriton chujorum,NA
Fallicambarus hortoni,NA
Furcifer antimena,NA
Furcifer balteatus,NA
Furcifer belalandaensis,NA
Furcifer minor,NA
Furcifer petteri,NA
Gastrotheca aureomaculata,NA
Gastrotheca chrysosticta,NA
Gastrotheca pachachacae,NA
Gephyromantis tahotra,NA
Guibemantis diphonus,NA
Guibemantis tasifotsy,NA
Okamejei cairae,NA
Hyloscirtus criptico,NA
Indochinamon dangi,NA
Browningia hernandezii,NA
Kassina arboricola,NA
Kassina decorata,NA
Leptobrachella bidoupensis,NA
Leptobrachella melica,NA
Leptobrachella sabahmontana,NA
Leptobrachium hainanense,NA
Leptobrachium kantonishikawai,NA
Leptobrachium leucops,NA
Mobula mobular,NA
Leptobrachium mangyanorum,NA
Leptobrachium tagbanorum,NA
Leptodactylodon bueanus,NA
Limnonectes ferneri,NA
Lithobates lenca,NA
Liuixalus hainanus,NA
Liuixalus ocellatus,NA
Lupinoblennius paivai,NA
Nannophryne corynetes,NA
Nothophryne broadleyi,NA
Nototriton picucha,NA
Nototriton tomamorum,NA
Ambystoma lermaense,NA
Ambystoma taylori,NA
Ambystoma andersoni,NA
Incilius cavifrons,NA
Aquiloeurycea praecellens,NA
Chiropterotriton mosaueri,NA
Ixalotriton niger,NA
Pseudoeurycea altamontana,NA
Pseudoeurycea aurantia,NA
Pseudoeurycea orchimelas,NA
Pseudoeurycea papenfussi,NA
Oedipina gephyra,NA
Oedipina petiola,0-249
Orconectes hartfieldi,NA
Oreobates amarakaeri,NA
Pateobatis jenkinsii,NA
Pelophryne linanitensis,NA
Pelophryne murudensis,NA
Philautus schmackeri,NA
Phrynobatrachus afiabirago,NA
Phrynobatrachus intermedius,NA
Phrynobatrachus jimzimkusi,NA
Phrynobatrachus manengoubensis,1-249
Phrynopus vestigiatus,NA
Plectrohyla dasypus,NA
Pristimantis carmelitae,NA
Pristimantis phalarus,NA
Pristimantis quantus,NA
Magnolia sinacacolinii,249
Magnolia zoquepopolucae,999
Ranitomeya benedicta,NA
Rhacophorus vampyrus,NA
Rhinella yanachaga,NA
Rhombophryne guentherpetersi,NA
Rhombophryne longicrus,NA
Rhombophryne matavy,NA
Rhombophryne minuta,NA
Rhombophryne ornata,NA
Rhombophryne tany,NA
Rhombophryne testudo,NA
Rhombophryne vaventy,NA
Sanguirana aurantipunctata,NA
Sauvagella robusta,NA
Sclerophrys perreti,NA
Sclerophrys taiensis,NA
Silverstoneia punctiventris,NA
Spinomantis tavaratra,NA
Stumpffia analamaina,NA
Stumpffia be,NA
Stumpffia kibomena,NA
Stumpffia madagascariensis,NA
Stumpffia staffordi,NA
Ecnomiohyla veraguensis,NA
Tsingymantis antitra,NA
Urogymnus granulatus,NA
Werneria submontana,NA
Xenopus longipes,NA
Nothofagus alessandrii,NA
Glyptostrobus pensilis,100-249
Felis nigripes,9707
Eubalaena glacialis,200-250
Capra walie,585
Telmatobius culeus,NA
Nycticebus bengalensis,NA
Juniperus angosturana,NA
Colobus caudatus,NA
Naemorhedus baileyi,"7000-10000,7000-8000"
Microcebus jollyae,NA
Nomascus leucogenys,NA
Hipposideros pomona,NA
Crocodylus intermedius,"90-254,190"
Hypanus berthalutzae,NA
Macaca nemestrina,NA
Eulemur albifrons,NA
Avahi occidentalis,NA
Eulemur macaco,NA
Eulemur sanfordi,NA
Hapalemur alaotrensis,NA
Eulemur coronatus,NA
Mirza zaza,NA
Cereus fricii,NA
Cephalocereus senilis,NA
Cereus estevesii,0
Delanymys brooksi,NA
Opisthoteuthis chathamensis,NA
Macaca arctoides,NA
Rhinopithecus brelichi,250-300
Macaca leonina,NA
Euastacus dharawalus,610
Carcharhinus acronotus,NA
Negaprion brevirostris,NA
Aetobatus narinari,NA
Allobates chalcopis,NA
Osteopilus crucialis,NA
Osteopilus marianae,NA
Osteopilus wilderi,NA
Eleutherodactylus amplinympha,NA
Eleutherodactylus andrewsi,NA
Eleutherodactylus barlagnei,NA
Pristimantis briceni,NA
Pristimantis euphronides,NA
Eleutherodactylus glaucoreius,NA
Eleutherodactylus gossei,NA
Eleutherodactylus grabhami,NA
Eleutherodactylus griphus,NA
Eleutherodactylus jamaicensis,249
Eleutherodactylus lentus,NA
Eleutherodactylus luteolus,NA
Eleutherodactylus nubicola,NA
Eleutherodactylus orcutti,1-249
Eleutherodactylus pantoni,NA
Eleutherodactylus pentasyringos,NA
Eleutherodactylus pinchoni,NA
Pristimantis shrevei,NA
Nidirana okinavana,NA
Styracura schmardae,NA
Carcharhinus perezi,NA
Carcharhinus signatus,NA
Ginglymostoma cirratum,NA
Rhizoprionodon porosus,NA
Gymnura altavela,NA
Eleutherodactylus cavernicola,NA
Eleutherodactylus fuscus,NA
Eleutherodactylus junori,NA
Eleutherodactylus sisyphodemus,249
Aotus lemurinus,NA
Saimiri vanzolinii,NA
Saimiri oerstedii,NA
Trachypithecus barbei,NA
Plecturocebus modestus,NA
Plecturocebus olallae,NA
Macaca ochreata,NA
Macaca brunnescens,NA
Trachypithecus margarita,NA
Trachypithecus auratus,NA
Chalinolobus tuberculatus,NA
Nyctimene minutus,NA
Phoniscus papuensis,NA
Kerivoula myrella,1500-2000
Mystacina robusta,0-50
Pteropus howensis,125-280
Pteropus lylei,NA
Hipposideros stenotis,5000
Falsistrellus tasmaniensis,NA
Emballonura semicaudata,NA
Bolitoglossa tamaense,NA
Amolops hongkongensis,NA
Echinotriton andersoni,NA
Tylototriton hainanensis,NA
Spiniraja whitleyi,NA
Nidirana hainanensis,NA
Hynobius boulengeri,NA
Cebus versicolor,NA
Pristimantis anolirex,NA
Tachiramantis lentiginosus,NA
Gastrotheca helenae,250-999
Bolitoglossa leandrae,NA
Hyloscirtus platydactylus,NA
Pristimantis aureoventris,NA
Eleutherodactylus alticola,NA
Eleutherodactylus cundalli,NA
Mannophryne cordilleriana,NA
Rhinobatos schlegelii,NA
Aetobatus laticeps,NA
Aetobatus narutobiei,NA
Brevitrygon heterura,NA
Pastinachus gracilicaudus,NA
Oreophrynella macconnelli,NA
Anomaloglossus praderioi,NA
Anomaloglossus roraima,NA
Pristimantis boconoensis,NA
Pristimantis colostichos,NA
Pristimantis kareliae,NA
Pristimantis pedimontanus,NA
Pristimantis telefericus,NA
Pristimantis culatensis,NA
Pristimantis jabonensis,NA
Pristimantis thyellus,NA
Pristimantis flabellidiscus,NA
Pristimantis rhigophilus,NA
Pristimantis imthurni,NA
Pristimantis jamescameroni,NA
Tepuihyla obscura,NA
Brevitrygon imbricata,NA
Eleutherodactylus portoricensis,NA
Carcharhinus hemiodon,249
Urolophus javanicus,49
Telatrygon biasa,NA
Zhangixalus wui,NA
Triakis acutipinna,2500
Oxynotus japonicus,NA
Gymnura zonura,NA
Gymnura poecilura,NA
Aetobatus flagellum,NA
Aetomylaeus bovinus,NA
Telatrygon acutirostra,NA
Hemitrygon izuensis,NA
Centrophorus tessellatus,NA
Rhinobatos rhinobatos,NA
Rhinobatos albomaculatus,NA
Myliobatis tobijei,NA
Scymnodon ichiharai,NA
Triakis scyllium,NA
Rhinobatos irvinei,NA
Squalus brevirostris,NA
Pastinachus solocirostris,NA
Mustelus punctulatus,NA
Okamejei meerdervoortii,NA
Hemitriakis japanica,NA
Gymnura tentaculata,NA
Myliobatis aquila,NA
Platyrhina sinensis,NA
Gymnura japonica,NA
Okamejei acutispina,NA
Okamejei kenojei,NA
Okamejei schmidti,NA
Pastinachus ater,NA
Squatina nebulosa,NA
Squatina japonica,NA
Ginglymostoma unami,NA
Dipturus brevicaudatus,NA
Hynobius abuensis,NA
Hynobius akiensis,NA
Hynobius fossigenus,NA
Hynobius iwami,NA
Hynobius oyamai,NA
Hynobius sematonotos,NA
Hynobius setoi,NA
Hynobius tosashimizuensis,200
Hynobius utsunomiyaorum,NA
Hynobius vandenburghi,NA
Hynobius naevius,NA
Hynobius dunni,NA
Clupea manulensis,1-49
Platyrhina hyugaensis,NA
Platyrhina tangi,NA
Peltophryne lemur,NA
Eleutherodactylus cooki,NA
Eleutherodactylus jasperi,0-49
Eleutherodactylus karlschmidti,0-49
Eleutherodactylus eneidae,0-49
Eleutherodactylus gryllus,NA
Eleutherodactylus hedricki,NA
Eleutherodactylus locustus,NA
Eleutherodactylus monensis,NA
Eleutherodactylus richmondi,NA
Eleutherodactylus unicolor,NA
Eleutherodactylus wightmanae,NA
Eleutherodactylus juanariveroi,NA
Chaenogaleus macrostoma,NA
Hynobius bakan,NA
Hynobius shinichisatoi,NA
Hynobius osumiensis,NA
Hynobius amakusaensis,NA
Hynobius ikioi,NA
Onychodactylus fuscus,NA
Hynobius hidamontanus,NA
Limnonectes namiyei,NA
Hynobius abei,NA
Hynobius katoi,NA
Hynobius okiensis,NA
Hynobius takedai,NA
Onychodactylus kinneburi,NA
Onychodactylus tsukubaensis,NA
Babina holsti,NA
Glandirana susurra,NA
Odorrana amamiensis,NA
Odorrana ishikawae,NA
Odorrana narina,NA
Odorrana splendida,NA
Odorrana supranarina,NA
Cynops ensicauda,NA
Rana ulma,NA
Hynobius tokyoensis,NA
Odorrana utsunomiyaorum,NA
Hynobius kuishiensis,NA
Hynobius tsurugiensis,NA
Hynobius mikawaensis,NA
Babina subaspera,NA
Gymnura sereti,NA
Loxodonta cyclotis,NA
Loxodonta africana,NA
Chiropterotriton casasi,249
Chiropterotriton ceronorum,NA
Chiropterotriton melipona,NA
Chiropterotriton totonacus,NA
Chiropterotriton perotensis,NA
Dendropsophus meridensis,NA
Eulemur rubriventer,NA
