assessmentId,internalTaxonId,scientificName,code,name,international,national,other,subsistence
93285257,22690724,Geopelia humeralis,13,"Pets/display animals, horticulture",NA,true,NA,true
93285451,22690727,Leucosarcia melanoleuca,1,Food - human,NA,true,NA,true
93285451,22690727,Leucosarcia melanoleuca,13,"Pets/display animals, horticulture",true,NA,NA,NA
93286407,22690747,Zenaida auriculata,1,Food - human,NA,true,NA,true
93286407,22690747,Zenaida auriculata,13,"Pets/display animals, horticulture",NA,true,NA,true
93287355,22690762,Columbina inca,13,"Pets/display animals, horticulture",NA,true,NA,true
93289130,22690794,Columbina picui,1,Food - human,NA,true,NA,true
93289130,22690794,Columbina picui,13,"Pets/display animals, horticulture",NA,true,NA,true
93290710,22690829,Metriopelia ceciliae,13,"Pets/display animals, horticulture",true,NA,NA,NA
93291056,22690839,Metriopelia melanoptera,13,"Pets/display animals, horticulture",true,NA,NA,NA
93291242,22690844,Metriopelia aymara,13,"Pets/display animals, horticulture",true,NA,NA,NA
93296142,22690954,Geotrygon chrysia,1,Food - human,NA,true,NA,true
93296362,22690958,Geotrygon mystacea,13,"Pets/display animals, horticulture",true,NA,NA,NA
93296362,22690958,Geotrygon mystacea,1,Food - human,NA,true,NA,true
93299742,22691019,Alopecoenas jobiensis,13,"Pets/display animals, horticulture",true,NA,NA,NA
93302694,22691081,Trugon terrestris,13,"Pets/display animals, horticulture",true,NA,NA,NA
93303843,22691137,Treron vernans,1,Food - human,NA,true,NA,true
93303843,22691137,Treron vernans,13,"Pets/display animals, horticulture",true,NA,NA,NA
93304079,22691142,Treron bicinctus,13,"Pets/display animals, horticulture",true,NA,NA,NA
93304615,22691165,Treron griseicauda,13,"Pets/display animals, horticulture",true,NA,NA,NA
