assessmentId,internalTaxonId,scientificName,code,name,note,redlistCategory
68644464,161360,Squalus chloroculus,3.2,Species recovery,NA,Endangered
68644464,161360,Squalus chloroculus,3.1.1,Species management,NA,Endangered
68645208,161404,Squalus montalbani,2.1,Site/area management,NA,Vulnerable
68645208,161404,Squalus montalbani,3.2,Species recovery,NA,Vulnerable
68645208,161404,Squalus montalbani,3.1.1,Species management,NA,Vulnerable
68649040,60088,Urolophus bucculentus,2.1,Site/area management,NA,Vulnerable
68649040,60088,Urolophus bucculentus,3.1.1,Species management,NA,Vulnerable
68649040,60088,Urolophus bucculentus,3.2,Species recovery,NA,Vulnerable
68649040,60088,Urolophus bucculentus,1.1,Site/area protection,NA,Vulnerable
68649040,60088,Urolophus bucculentus,5.1.2,Legislation,NA,Vulnerable
68649040,60088,Urolophus bucculentus,5.2,Policies and regulations,NA,Vulnerable
68649829,60100,Urolophus orarius,2.1,Site/area management,NA,Endangered
68649829,60100,Urolophus orarius,1.1,Site/area protection,NA,Endangered
68649829,60100,Urolophus orarius,3.2,Species recovery,NA,Endangered
68649829,60100,Urolophus orarius,3.1.1,Species management,NA,Endangered
68649829,60100,Urolophus orarius,5.1.2,Legislation,NA,Endangered
68649829,60100,Urolophus orarius,5.1.3,Legislation,NA,Endangered
68649829,60100,Urolophus orarius,5.2,Policies and regulations,NA,Endangered
68650134,60104,Urolophus sufflavus,2.1,Site/area management,NA,Vulnerable
68650134,60104,Urolophus sufflavus,3.1.1,Species management,NA,Vulnerable
68650134,60104,Urolophus sufflavus,3.2,Species recovery,NA,Vulnerable
68650134,60104,Urolophus sufflavus,1.1,Site/area protection,NA,Vulnerable
68650134,60104,Urolophus sufflavus,5.1.2,Legislation,NA,Vulnerable
68650134,60104,Urolophus sufflavus,5.2,Policies and regulations,NA,Vulnerable
68650230,60105,Urolophus viridis,2.1,Site/area management,NA,Vulnerable
68650230,60105,Urolophus viridis,3.1.1,Species management,NA,Vulnerable
68650230,60105,Urolophus viridis,3.2,Species recovery,NA,Vulnerable
68650230,60105,Urolophus viridis,1.1,Site/area protection,NA,Vulnerable
68650230,60105,Urolophus viridis,5.1.2,Legislation,NA,Vulnerable
68650230,60105,Urolophus viridis,5.2,Policies and regulations,NA,Vulnerable
70680983,70680908,Carcharhinus tjutjot,3.1.1,Species management,NA,Vulnerable
70680983,70680908,Carcharhinus tjutjot,3.2,Species recovery,NA,Vulnerable
70680983,70680908,Carcharhinus tjutjot,1.1,Site/area protection,NA,Vulnerable
70680983,70680908,Carcharhinus tjutjot,2.1,Site/area management,NA,Vulnerable
70680983,70680908,Carcharhinus tjutjot,3.1.2,Species management,NA,Vulnerable
70680983,70680908,Carcharhinus tjutjot,5.1.2,Legislation,NA,Vulnerable
70680983,70680908,Carcharhinus tjutjot,5.2,Policies and regulations,NA,Vulnerable
70680983,70680908,Carcharhinus tjutjot,5.4.2,Compliance and enforcement,NA,Vulnerable
74724562,74724558,Phrynobatrachus jimzimkusi,1.2,Resource & habitat protection,NA,Critically Endangered
74724562,74724558,Phrynobatrachus jimzimkusi,1.1,Site/area protection,NA,Critically Endangered
76317920,76317553,Phrynobatrachus njiomock,1.2,Resource & habitat protection,NA,Critically Endangered
76317920,76317553,Phrynobatrachus njiomock,1.1,Site/area protection,NA,Critically Endangered
76317920,76317553,Phrynobatrachus njiomock,3.4.1,Ex-situ conservation,NA,Critically Endangered
79808564,932,Alsodes vanzolinii,1.1,Site/area protection,NA,Endangered
79808564,932,Alsodes vanzolinii,1.2,Resource & habitat protection,NA,Endangered
79809055,8375,Eupsophus insularis,2.1,Site/area management,NA,Critically Endangered
79809055,8375,Eupsophus insularis,5.4.3,Compliance and enforcement,NA,Critically Endangered
79809169,121428012,Eupsophus migueli,1.2,Resource & habitat protection,NA,Endangered
79809169,121428012,Eupsophus migueli,1.1,Site/area protection,NA,Endangered
79811367,56319,Alsodes pehuenche,1.1,Site/area protection,NA,Critically Endangered
79811367,56319,Alsodes pehuenche,1.2,Resource & habitat protection,NA,Critically Endangered
79813688,57338,Telmatobius fronteriensis,1.2,Resource & habitat protection,NA,Critically Endangered
79813688,57338,Telmatobius fronteriensis,1.1,Site/area protection,NA,Critically Endangered
79814046,135744,Telmatobius chusmisensis,5.2,Policies and regulations,NA,Endangered
79814046,135744,Telmatobius chusmisensis,1.2,Resource & habitat protection,NA,Endangered
79814046,135744,Telmatobius chusmisensis,1.1,Site/area protection,NA,Endangered
79814046,135744,Telmatobius chusmisensis,4.3,Awareness & communications,NA,Endangered
85633603,4055,Calyptocephalella gayi,3.1.1,Species management,NA,Vulnerable
85856136,56402,Pristimantis albericoi,1.2,Resource & habitat protection,NA,Critically Endangered
85856136,56402,Pristimantis albericoi,1.1,Site/area protection,NA,Critically Endangered
85858839,56512,Pristimantis chrysops,1.2,Resource & habitat protection,NA,Critically Endangered
85858839,56512,Pristimantis chrysops,1.1,Site/area protection,NA,Critically Endangered
85859871,56484,Pristimantis cacao,2.1,Site/area management,NA,Critically Endangered
85864860,136189,Pristimantis carlossanchezi,2.1,Site/area management,NA,Endangered
85864860,136189,Pristimantis carlossanchezi,1.2,Resource & habitat protection,NA,Endangered
85865705,56553,Pristimantis deinops,1.1,Site/area protection,NA,Critically Endangered
85865705,56553,Pristimantis deinops,1.2,Resource & habitat protection,NA,Critically Endangered
85865983,56563,Pristimantis diogenes,1.2,Resource & habitat protection,NA,Critically Endangered
85865983,56563,Pristimantis diogenes,1.1,Site/area protection,NA,Critically Endangered
85867399,56785,Strabomantis necerus,2.1,Site/area management,NA,Critically Endangered
85867399,56785,Strabomantis necerus,1.2,Resource & habitat protection,NA,Critically Endangered
85867399,56785,Strabomantis necerus,1.1,Site/area protection,NA,Critically Endangered
85869925,56734,Pristimantis lutitus,2.1,Site/area management,NA,Endangered
85869925,56734,Pristimantis lutitus,1.2,Resource & habitat protection,NA,Endangered
85875341,56903,Pristimantis reclusas,1.2,Resource & habitat protection,NA,Critically Endangered
85890543,55140,Hyloxalus ramosi,2.1,Site/area management,NA,Endangered
85890543,55140,Hyloxalus ramosi,1.2,Resource & habitat protection,NA,Endangered
85896740,55322,Gastrotheca angustifrons,1.1,Site/area protection,NA,Critically Endangered
85896740,55322,Gastrotheca angustifrons,1.2,Resource & habitat protection,NA,Critically Endangered
85899399,55332,Gastrotheca espeletia,1.1,Site/area protection,NA,Endangered
85899399,55332,Gastrotheca espeletia,1.2,Resource & habitat protection,NA,Endangered
85901908,55643,Hyloscirtus sarampiona,2.1,Site/area management,NA,Endangered
85902687,55612,Hyloscirtus psarolaimus,2.1,Site/area management,NA,Vulnerable
85902687,55612,Hyloscirtus psarolaimus,1.2,Resource & habitat protection,NA,Vulnerable
87734864,87734849,Oreobates berdemenos,1.2,Resource & habitat protection,NA,Vulnerable
89218336,135890,Atelopus pyrodactylus,1.1,Site/area protection,NA,Critically Endangered
89218336,135890,Atelopus pyrodactylus,3.2,Species recovery,NA,Critically Endangered
89218336,135890,Atelopus pyrodactylus,3.4.1,Ex-situ conservation,NA,Critically Endangered
89219032,136021,Microkayla boettgeri,1.2,Resource & habitat protection,NA,Critically Endangered
89219032,136021,Microkayla boettgeri,1.1,Site/area protection,NA,Critically Endangered
89226187,78586413,Telmatobius ventriflavum,2.1,Site/area management,NA,Critically Endangered
89226187,78586413,Telmatobius ventriflavum,1.1,Site/area protection,NA,Critically Endangered
90129135,85341790,Ecnomiohyla veraguensis,1.2,Resource & habitat protection,NA,Endangered
90823992,9128,Gerbillus hesperinus,2.1,Site/area management,NA,Endangered
90823992,9128,Gerbillus hesperinus,1.1,Site/area protection,NA,Endangered
90960386,54685,Ingerophrynus kumquat,1.2,Resource & habitat protection,NA,Endangered
90960386,54685,Ingerophrynus kumquat,1.1,Site/area protection,NA,Endangered
91874517,135802,Ingerophrynus gollum,1.2,Resource & habitat protection,NA,Endangered
91874517,135802,Ingerophrynus gollum,1.1,Site/area protection,NA,Endangered
91879626,57875,Microhyla annectens,2.1,Site/area management,NA,Vulnerable
91879626,57875,Microhyla annectens,4.3,Awareness & communications,NA,Vulnerable
92373680,136931,Cercopithecus lowei,5.4.3,Compliance and enforcement,NA,Vulnerable
92373680,136931,Cercopithecus lowei,5.4.2,Compliance and enforcement,NA,Vulnerable
92373680,136931,Cercopithecus lowei,1.2,Resource & habitat protection,NA,Vulnerable
92373680,136931,Cercopithecus lowei,4.3,Awareness & communications,NA,Vulnerable
92373680,136931,Cercopithecus lowei,4.1,Formal education,NA,Vulnerable
92373680,136931,Cercopithecus lowei,1.1,Site/area protection,NA,Vulnerable
92384429,4232,Cercopithecus roloway,2.1,Site/area management,NA,Critically Endangered
92384429,4232,Cercopithecus roloway,4.3,Awareness & communications,NA,Critically Endangered
92384429,4232,Cercopithecus roloway,1.1,Site/area protection,NA,Critically Endangered
92384429,4232,Cercopithecus roloway,3.1.1,Species management,NA,Critically Endangered
92384429,4232,Cercopithecus roloway,3.4.1,Ex-situ conservation,NA,Critically Endangered
92384429,4232,Cercopithecus roloway,5.1.2,Legislation,NA,Critically Endangered
92384429,4232,Cercopithecus roloway,6.1,Linked enterprises & livelihood alternatives,NA,Critically Endangered
92442409,158637,Ansonia jeetsukumarani,2.1,Site/area management,NA,Vulnerable
95550467,79934933,Alcalus sariba,2.1,Site/area management,NA,Endangered
95755728,58194,Amnirana asperrima,1.1,Site/area protection,NA,Vulnerable
95755728,58194,Amnirana asperrima,1.2,Resource & habitat protection,NA,Vulnerable
96061036,58254,Conraua robusta,4.3,Awareness & communications,NA,Vulnerable
96061036,58254,Conraua robusta,3.1.1,Species management,NA,Vulnerable
96061036,58254,Conraua robusta,1.2,Resource & habitat protection,NA,Vulnerable
96062132,5263,Conraua goliath,4.3,Awareness & communications,NA,Endangered
96062132,5263,Conraua goliath,3.4.1,Ex-situ conservation,NA,Endangered
96062132,5263,Conraua goliath,3.1.1,Species management,NA,Endangered
96226357,54894,Werneria mertensiana,1.2,Resource & habitat protection,NA,Critically Endangered
96226357,54894,Werneria mertensiana,1.1,Site/area protection,NA,Critically Endangered
96226357,54894,Werneria mertensiana,3.4.1,Ex-situ conservation,NA,Critically Endangered
96299350,58409,Occidozyga floresiana,1.2,Resource & habitat protection,NA,Vulnerable
96299350,58409,Occidozyga floresiana,1.1,Site/area protection,NA,Vulnerable
96301356,57936,Oreophryne zimmeri,1.2,Resource & habitat protection,NA,Endangered
96301356,57936,Oreophryne zimmeri,1.1,Site/area protection,NA,Endangered
96477527,56324,Atelognathus praebasalticus,2.2,Invasive/problematic species control,NA,Endangered
96477527,56324,Atelognathus praebasalticus,2.1,Site/area management,NA,Endangered
96477527,56324,Atelognathus praebasalticus,1.1,Site/area protection,NA,Endangered
96757898,58082,Petropedetes palmipes,1.2,Resource & habitat protection,NA,Vulnerable
96757898,58082,Petropedetes palmipes,1.1,Site/area protection,NA,Vulnerable
97645148,89113816,Odontobatrachus fouta,1.2,Resource & habitat protection,NA,Endangered
97645148,89113816,Odontobatrachus fouta,1.1,Site/area protection,NA,Endangered
97645517,89113969,Odontobatrachus smithi,1.2,Resource & habitat protection,NA,Vulnerable
97645517,89113969,Odontobatrachus smithi,1.1,Site/area protection,NA,Vulnerable
97647200,89114097,Odontobatrachus ziama,1.2,Resource & habitat protection,NA,Vulnerable
97647200,89114097,Odontobatrachus ziama,1.1,Site/area protection,NA,Vulnerable
97874116,78965851,Hyloscirtus criptico,2.1,Site/area management,NA,Endangered
97874116,78965851,Hyloscirtus criptico,1.2,Resource & habitat protection,NA,Endangered
97874116,78965851,Hyloscirtus criptico,1.1,Site/area protection,NA,Endangered
97874116,78965851,Hyloscirtus criptico,3.4.1,Ex-situ conservation,NA,Endangered
98407133,55692,Tepuihyla warreni,1.2,Resource & habitat protection,NA,Endangered
98407133,55692,Tepuihyla warreni,1.1,Site/area protection,NA,Endangered
98647137,55239,Epipedobates tricolor,1.1,Site/area protection,NA,Vulnerable
98647137,55239,Epipedobates tricolor,2.1,Site/area management,NA,Vulnerable
98647315,55342,Gastrotheca litonedis,2.1,Site/area management,NA,Endangered
98647315,55342,Gastrotheca litonedis,1.2,Resource & habitat protection,NA,Endangered
98647753,55355,Gastrotheca psychrophila,1.1,Site/area protection,NA,Endangered
98647753,55355,Gastrotheca psychrophila,2.1,Site/area management,NA,Endangered
98648365,55617,Hyloscirtus ptychodactylus,1.1,Site/area protection,NA,Endangered
98648365,55617,Hyloscirtus ptychodactylus,1.2,Resource & habitat protection,NA,Endangered
98648365,55617,Hyloscirtus ptychodactylus,2.1,Site/area management,NA,Endangered
101421841,2296,Atelognathus nitoi,2.1,Site/area management,NA,Vulnerable
101422445,21581,Telmatobius atacamensis,3.2,Species recovery,NA,Critically Endangered
101422445,21581,Telmatobius atacamensis,2.1,Site/area management,NA,Critically Endangered
101422445,21581,Telmatobius atacamensis,1.1,Site/area protection,NA,Critically Endangered
101422445,21581,Telmatobius atacamensis,2.2,Invasive/problematic species control,NA,Critically Endangered
101422596,54564,Rhinella achalensis,2.1,Site/area management,NA,Endangered
101422596,54564,Rhinella achalensis,1.1,Site/area protection,NA,Endangered
101422596,54564,Rhinella achalensis,3.2,Species recovery,NA,Endangered
101423088,54646,Rhinella gallardoi,2.1,Site/area management,NA,Endangered
101423088,54646,Rhinella gallardoi,1.2,Resource & habitat protection,NA,Endangered
101424899,55328,Gastrotheca chrysosticta,2.1,Site/area management,NA,Endangered
101424899,55328,Gastrotheca chrysosticta,4.3,Awareness & communications,NA,Endangered
101425007,55336,Gastrotheca gracilis,2.1,Site/area management,NA,Endangered
101425007,55336,Gastrotheca gracilis,1.1,Site/area protection,NA,Endangered
101425007,55336,Gastrotheca gracilis,4.3,Awareness & communications,NA,Endangered
101427111,56323,Atelognathus patagonicus,2.1,Site/area management,NA,Critically Endangered
101427111,56323,Atelognathus patagonicus,2.2,Invasive/problematic species control,NA,Critically Endangered
101427111,56323,Atelognathus patagonicus,1.1,Site/area protection,NA,Critically Endangered
101427302,56331,Batrachyla fitzroya,2.2,Invasive/problematic species control,NA,Vulnerable
101430333,57185,Odontophrynus achalensis,2.1,Site/area management,NA,Vulnerable
101430333,57185,Odontophrynus achalensis,2.2,Invasive/problematic species control,NA,Vulnerable
101433440,57333,Telmatobius contrerasi,1.1,Site/area protection,NA,Endangered
101433440,57333,Telmatobius contrerasi,2.1,Site/area management,NA,Endangered
101433538,57340,Telmatobius hauthali,4.3,Awareness & communications,NA,Endangered
101433538,57340,Telmatobius hauthali,2.1,Site/area management,NA,Endangered
101433538,57340,Telmatobius hauthali,1.1,Site/area protection,NA,Endangered
101433538,57340,Telmatobius hauthali,2.2,Invasive/problematic species control,NA,Endangered
101433647,57343,Telmatobius hypselocephalus,1.1,Site/area protection,NA,Endangered
101433647,57343,Telmatobius hypselocephalus,2.1,Site/area management,NA,Endangered
101433647,57343,Telmatobius hypselocephalus,4.3,Awareness & communications,NA,Endangered
101433647,57343,Telmatobius hypselocephalus,2.2,Invasive/problematic species control,NA,Endangered
101434020,57353,Telmatobius oxycephalus,4.3,Awareness & communications,NA,Endangered
101434020,57353,Telmatobius oxycephalus,4.1,Formal education,NA,Endangered
101434020,57353,Telmatobius oxycephalus,2.1,Site/area management,NA,Endangered
101434118,57355,Telmatobius pinguiculus,4.1,Formal education,NA,Endangered
101434118,57355,Telmatobius pinguiculus,4.3,Awareness & communications,NA,Endangered
101434118,57355,Telmatobius pinguiculus,1.1,Site/area protection,NA,Endangered
101434118,57355,Telmatobius pinguiculus,2.1,Site/area management,NA,Endangered
101434268,57357,Telmatobius platycephalus,2.1,Site/area management,NA,Endangered
101434268,57357,Telmatobius platycephalus,1.1,Site/area protection,NA,Endangered
101434268,57357,Telmatobius platycephalus,4.3,Awareness & communications,NA,Endangered
101434268,57357,Telmatobius platycephalus,2.2,Invasive/problematic species control,NA,Endangered
101434402,57359,Telmatobius schreiteri,2.1,Site/area management,NA,Endangered
101434402,57359,Telmatobius schreiteri,1.1,Site/area protection,NA,Endangered
101434402,57359,Telmatobius schreiteri,4.3,Awareness & communications,NA,Endangered
101434402,57359,Telmatobius schreiteri,2.2,Invasive/problematic species control,NA,Endangered
101434544,57360,Telmatobius scrocchii,4.3,Awareness & communications,NA,Endangered
101434544,57360,Telmatobius scrocchii,2.1,Site/area management,NA,Endangered
101434544,57360,Telmatobius scrocchii,3.3.1,Species re-introduction,NA,Endangered
101434544,57360,Telmatobius scrocchii,4.1,Formal education,NA,Endangered
101434544,57360,Telmatobius scrocchii,2.3,Habitat & natural process restoration,NA,Endangered
101434544,57360,Telmatobius scrocchii,1.1,Site/area protection,NA,Endangered
101434544,57360,Telmatobius scrocchii,2.2,Invasive/problematic species control,NA,Endangered
101434696,57363,Telmatobius stephani,4.3,Awareness & communications,NA,Endangered
101434696,57363,Telmatobius stephani,1.1,Site/area protection,NA,Endangered
101434696,57363,Telmatobius stephani,2.1,Site/area management,NA,Endangered
101434696,57363,Telmatobius stephani,2.2,Invasive/problematic species control,NA,Endangered
110101600,119242042,Hynobius quelpaertensis,2.1,Site/area management,NA,Vulnerable
110101600,119242042,Hynobius quelpaertensis,1.1,Site/area protection,NA,Vulnerable
110101600,119242042,Hynobius quelpaertensis,4.3,Awareness & communications,NA,Vulnerable
110101712,136179,Hynobius yangi,2.1,Site/area management,NA,Endangered
110101712,136179,Hynobius yangi,1.1,Site/area protection,NA,Endangered
114917827,54871,Pelophryne rhopophilia,2.1,Site/area management,NA,Vulnerable
114921702,58359,Limnonectes microtympanum,2.1,Site/area management,NA,Endangered
114921702,58359,Limnonectes microtympanum,1.2,Resource & habitat protection,NA,Endangered
114924901,58856,Philautus ingeri,1.1,Site/area protection,NA,Vulnerable
114924901,58856,Philautus ingeri,1.2,Resource & habitat protection,NA,Vulnerable
114925103,58861,Philautus kerangae,1.1,Site/area protection,NA,Vulnerable
114925103,58861,Philautus kerangae,2.1,Site/area management,NA,Vulnerable
114925103,58861,Philautus kerangae,1.2,Resource & habitat protection,NA,Vulnerable
115576640,39994,Gorilla beringei,5.4.3,Compliance and enforcement,NA,Critically Endangered
115576640,39994,Gorilla beringei,4.3,Awareness & communications,NA,Critically Endangered
115576640,39994,Gorilla beringei,4.2,Training,NA,Critically Endangered
115576640,39994,Gorilla beringei,5.4.2,Compliance and enforcement,NA,Critically Endangered
115576640,39994,Gorilla beringei,5.3,Private sector standards & codes,NA,Critically Endangered
115576640,39994,Gorilla beringei,1.1,Site/area protection,NA,Critically Endangered
115576640,39994,Gorilla beringei,2.1,Site/area management,NA,Critically Endangered
115576640,39994,Gorilla beringei,1.2,Resource & habitat protection,NA,Critically Endangered
115576640,39994,Gorilla beringei,5.1.2,Legislation,NA,Critically Endangered
115576640,39994,Gorilla beringei,6.2,Substitution,NA,Critically Endangered
116768915,61417,Squatina aculeata,5.4.2,Compliance and enforcement,NA,Critically Endangered
116768915,61417,Squatina aculeata,5.4.1,Compliance and enforcement,NA,Critically Endangered
116768915,61417,Squatina aculeata,5.3,Private sector standards & codes,NA,Critically Endangered
116768915,61417,Squatina aculeata,5.2,Policies and regulations,NA,Critically Endangered
116768915,61417,Squatina aculeata,1.2,Resource & habitat protection,NA,Critically Endangered
116768915,61417,Squatina aculeata,5.1.2,Legislation,NA,Critically Endangered
116768915,61417,Squatina aculeata,5.1.1,Legislation,NA,Critically Endangered
116768915,61417,Squatina aculeata,4.3,Awareness & communications,NA,Critically Endangered
116768915,61417,Squatina aculeata,4.2,Training,NA,Critically Endangered
116768915,61417,Squatina aculeata,1.1,Site/area protection,NA,Critically Endangered
116768915,61417,Squatina aculeata,3.2,Species recovery,NA,Critically Endangered
116768915,61417,Squatina aculeata,3.1.1,Species management,NA,Critically Endangered
116768915,61417,Squatina aculeata,5.1.3,Legislation,NA,Critically Endangered
116768915,61417,Squatina aculeata,5.4.3,Compliance and enforcement,NA,Critically Endangered
116782036,61418,Squatina oculata,5.4.3,Compliance and enforcement,NA,Critically Endangered
116782036,61418,Squatina oculata,5.4.2,Compliance and enforcement,NA,Critically Endangered
116782036,61418,Squatina oculata,3.1.1,Species management,NA,Critically Endangered
116782036,61418,Squatina oculata,3.2,Species recovery,NA,Critically Endangered
116782036,61418,Squatina oculata,1.1,Site/area protection,NA,Critically Endangered
116782036,61418,Squatina oculata,4.2,Training,NA,Critically Endangered
116782036,61418,Squatina oculata,4.3,Awareness & communications,NA,Critically Endangered
116782036,61418,Squatina oculata,5.1.1,Legislation,NA,Critically Endangered
116782036,61418,Squatina oculata,5.1.2,Legislation,NA,Critically Endangered
116782036,61418,Squatina oculata,5.1.3,Legislation,NA,Critically Endangered
116782036,61418,Squatina oculata,1.2,Resource & habitat protection,NA,Critically Endangered
116782036,61418,Squatina oculata,5.2,Policies and regulations,NA,Critically Endangered
116782036,61418,Squatina oculata,5.3,Private sector standards & codes,NA,Critically Endangered
116782036,61418,Squatina oculata,5.4.1,Compliance and enforcement,NA,Critically Endangered
116841596,39329,Squatina argentina,5.4.3,Compliance and enforcement,NA,Critically Endangered
116841596,39329,Squatina argentina,5.4.2,Compliance and enforcement,NA,Critically Endangered
116841596,39329,Squatina argentina,5.4.1,Compliance and enforcement,NA,Critically Endangered
116841596,39329,Squatina argentina,5.3,Private sector standards & codes,NA,Critically Endangered
116841596,39329,Squatina argentina,5.2,Policies and regulations,NA,Critically Endangered
116841596,39329,Squatina argentina,5.1.3,Legislation,NA,Critically Endangered
116841596,39329,Squatina argentina,5.1.2,Legislation,NA,Critically Endangered
116841596,39329,Squatina argentina,5.1.1,Legislation,NA,Critically Endangered
116841596,39329,Squatina argentina,3.1.1,Species management,NA,Critically Endangered
117382595,88095502,Limnonectes cintalubang,4.3,Awareness & communications,NA,Endangered
117498371,39332,Squatina squatina,5.4.3,Compliance and enforcement,NA,Critically Endangered
117498371,39332,Squatina squatina,3.1.1,Species management,NA,Critically Endangered
117498371,39332,Squatina squatina,3.2,Species recovery,NA,Critically Endangered
117498371,39332,Squatina squatina,1.1,Site/area protection,NA,Critically Endangered
117498371,39332,Squatina squatina,4.2,Training,NA,Critically Endangered
117498371,39332,Squatina squatina,4.3,Awareness & communications,NA,Critically Endangered
117498371,39332,Squatina squatina,5.1.1,Legislation,NA,Critically Endangered
117498371,39332,Squatina squatina,5.1.2,Legislation,NA,Critically Endangered
117498371,39332,Squatina squatina,5.1.3,Legislation,NA,Critically Endangered
117498371,39332,Squatina squatina,5.2,Policies and regulations,NA,Critically Endangered
117498371,39332,Squatina squatina,5.3,Private sector standards & codes,NA,Critically Endangered
117498371,39332,Squatina squatina,5.4.1,Compliance and enforcement,NA,Critically Endangered
117498371,39332,Squatina squatina,5.4.2,Compliance and enforcement,NA,Critically Endangered
119241826,119241824,Hynobius unisacculus,1.2,Resource & habitat protection,NA,Endangered
119241826,119241824,Hynobius unisacculus,1.1,Site/area protection,NA,Endangered
120128244,55052,Anomaloglossus beebei,1.1,Site/area protection,NA,Endangered
120128244,55052,Anomaloglossus beebei,4.3,Awareness & communications,NA,Endangered
120128244,55052,Anomaloglossus beebei,1.2,Resource & habitat protection,NA,Endangered
120129386,125200843,Anomaloglossus degranvillei,3.4.1,Ex-situ conservation,NA,Critically Endangered
120327973,55524,Nesorohyla kanaima,1.2,Resource & habitat protection,NA,Endangered
120327973,55524,Nesorohyla kanaima,1.1,Site/area protection,NA,Endangered
120427704,56023,Stefania ackawaio,1.2,Resource & habitat protection,NA,Vulnerable
120427704,56023,Stefania ackawaio,1.1,Site/area protection,NA,Vulnerable
120465019,56024,Stefania ayangannae,1.2,Resource & habitat protection,NA,Vulnerable
120465019,56024,Stefania ayangannae,1.1,Site/area protection,NA,Vulnerable
120465782,56025,Stefania coxi,1.2,Resource & habitat protection,NA,Vulnerable
120465782,56025,Stefania coxi,1.1,Site/area protection,NA,Vulnerable
120467639,56034,Stefania roraimae,5.2,Policies and regulations,NA,Endangered
123407446,88320892,Leptobrachella marmorata,1.2,Resource & habitat protection,NA,Endangered
123407446,88320892,Leptobrachella marmorata,1.1,Site/area protection,NA,Endangered
123469268,79076469,Leptobrachella sabahmontana,1.2,Resource & habitat protection,NA,Endangered
123469268,79076469,Leptobrachella sabahmontana,2.1,Site/area management,NA,Endangered
123693073,58370,Meristogenys jerboa,2.1,Site/area management,NA,Vulnerable
123693312,58818,Philautus aurantium,2.1,Site/area management,NA,Vulnerable
123693606,58838,Philautus erythrophthalmus,1.1,Site/area protection,NA,Endangered
123693606,58838,Philautus erythrophthalmus,2.1,Site/area management,NA,Endangered
123693772,58891,Philautus refugii,1.2,Resource & habitat protection,NA,Vulnerable
123693772,58891,Philautus refugii,1.1,Site/area protection,NA,Vulnerable
123694500,89250933,Meristogenys penrissenensis,1.2,Resource & habitat protection,NA,Endangered
123694500,89250933,Meristogenys penrissenensis,1.1,Site/area protection,NA,Endangered
125184463,125184151,Sachatamia electrops,2.1,Site/area management,NA,Endangered
125184463,125184151,Sachatamia electrops,1.2,Resource & habitat protection,NA,Endangered
125200500,125200267,Anomaloglossus blanci,3.4.1,Ex-situ conservation,NA,Endangered
125200619,125200559,Anomaloglossus dewynteri,3.4.1,Ex-situ conservation,NA,Critically Endangered
130393975,130393378,Squatina guggenheim,3.1.1,Species management,NA,Endangered
130393975,130393378,Squatina guggenheim,5.1.1,Legislation,NA,Endangered
130393975,130393378,Squatina guggenheim,5.1.2,Legislation,NA,Endangered
130393975,130393378,Squatina guggenheim,5.1.3,Legislation,NA,Endangered
130393975,130393378,Squatina guggenheim,5.2,Policies and regulations,NA,Endangered
130393975,130393378,Squatina guggenheim,5.3,Private sector standards & codes,NA,Endangered
130393975,130393378,Squatina guggenheim,5.4.1,Compliance and enforcement,NA,Endangered
130393975,130393378,Squatina guggenheim,5.4.2,Compliance and enforcement,NA,Endangered
130393975,130393378,Squatina guggenheim,5.4.3,Compliance and enforcement,NA,Endangered
137083009,174591,Arthroleptis krokosua,2.1,Site/area management,NA,Critically Endangered
137083009,174591,Arthroleptis krokosua,5.4.3,Compliance and enforcement,NA,Critically Endangered
137083009,174591,Arthroleptis krokosua,1.2,Resource & habitat protection,NA,Critically Endangered
137083009,174591,Arthroleptis krokosua,3.4.1,Ex-situ conservation,NA,Critically Endangered
137083009,174591,Arthroleptis krokosua,4.3,Awareness & communications,NA,Critically Endangered
138037921,138037908,Leptophryne javanica,2.1,Site/area management,NA,Endangered
138037921,138037908,Leptophryne javanica,5.2,Policies and regulations,NA,Endangered
138037921,138037908,Leptophryne javanica,4.3,Awareness & communications,NA,Endangered
138037921,138037908,Leptophryne javanica,3.4.1,Ex-situ conservation,NA,Endangered
141788242,18584848,Pristis pristis,6.1,Linked enterprises & livelihood alternatives,NA,Critically Endangered
141788242,18584848,Pristis pristis,5.4.3,Compliance and enforcement,NA,Critically Endangered
141788242,18584848,Pristis pristis,5.4.2,Compliance and enforcement,NA,Critically Endangered
141788242,18584848,Pristis pristis,5.4.1,Compliance and enforcement,NA,Critically Endangered
141788242,18584848,Pristis pristis,1.2,Resource & habitat protection,NA,Critically Endangered
141788242,18584848,Pristis pristis,5.1.2,Legislation,NA,Critically Endangered
141788242,18584848,Pristis pristis,4.3,Awareness & communications,NA,Critically Endangered
141788242,18584848,Pristis pristis,4.2,Training,NA,Critically Endangered
141788242,18584848,Pristis pristis,1.1,Site/area protection,NA,Critically Endangered
141788242,18584848,Pristis pristis,3.1.2,Species management,NA,Critically Endangered
141788242,18584848,Pristis pristis,3.1.1,Species management,NA,Critically Endangered
141789456,39389,Anoxypristis cuspidata,6.1,Linked enterprises & livelihood alternatives,NA,Endangered
141789456,39389,Anoxypristis cuspidata,5.4.3,Compliance and enforcement,NA,Endangered
141789456,39389,Anoxypristis cuspidata,5.4.2,Compliance and enforcement,NA,Endangered
141789456,39389,Anoxypristis cuspidata,5.4.1,Compliance and enforcement,NA,Endangered
